Date,SPY,XLK,XLY,XLV,XLF,XLI,XLP,XLU,XLC,XLRE,XLB,XLE
10/12/09,86.76600647,17.62369537,24.08017731,23.91480446,10.07114315,21.43605423,19.27334023,19.52923965,49.24725723,24.77722931,24.86868286,41.45365524
10/19/09,86.12055206,17.79893303,24.01216888,23.48132324,9.991740227,21.13504028,19.05407906,19.35821342,49.24725723,24.77722931,24.48835945,40.96876907
10/26/09,82.51893616,17.19812012,22.79668999,22.95788193,9.296952248,20.03392601,18.87867355,18.67413521,49.24725723,24.77722931,22.77300835,38.82545853
11/2/09,85.36358643,17.73216629,23.88467598,23.84937286,9.46899128,21.2934742,19.14908981,19.02275467,49.24725723,24.77722931,23.82085037,40.11144638
11/9/09,87.34770203,18.27456284,24.66666985,24.35646439,9.700590134,21.78462219,19.5291481,19.31217766,49.24725723,24.77722931,24.84539223,40.24496078
11/16/09,87.19626617,18.0993309,24.38617325,24.85536957,9.660885811,21.75293159,19.65340424,19.2398262,49.24725723,24.77722931,25.17915916,39.77413177
11/23/09,87.30784607,18.11602211,24.32666969,25.1825161,9.449141502,21.72124672,19.64609528,19.41083527,49.24725723,24.77722931,25.10930252,40.0692749
11/30/09,88.45524597,18.54159737,24.77716637,25.33791351,9.680740356,22.31536865,19.77033997,20.15412331,49.24725723,24.77722931,25.264534,39.28222656
12/7/09,88.534935,18.55827713,25.29566002,25.58328056,9.521927834,22.31536865,19.73379707,20.93028831,49.24725723,24.77722931,25.17915916,39.0222168
12/14/09,87.81780243,18.6333828,25.16815567,25.46059418,9.409440041,22.0618763,19.17833138,20.62114334,49.24725723,24.77722931,24.82987976,39.45791626
12/21/09,90.10913849,19.26976013,25.79284859,25.87262154,9.650258064,22.52414131,19.68459892,20.95248222,49.24725723,24.77722931,26.07542229,40.84553528
12/28/09,89.27596283,19.20275879,25.44244957,25.55187988,9.563919067,22.15737343,19.52966118,20.64631653,49.24725723,24.77722931,25.74762917,40.2802887
1/4/10,91.78343201,19.29488182,25.97231865,26.13578796,10.10852814,23.321455,19.60344315,20.44664001,49.24725723,24.77722931,27.25393105,42.60484695
1/11/10,91.03842163,18.97665405,25.62192154,26.49764061,9.922561646,23.17794037,19.75100327,20.57310104,49.24725723,24.77722931,26.37981033,41.87003326
1/18/10,87.48950195,18.13920212,24.80148125,26.03709602,9.417803764,22.19723892,19.39685631,19.84762383,49.24725723,24.77722931,24.68618774,39.77864075
1/25/10,86.03145599,17.55298042,24.70746422,25.72458267,9.417803764,21.83046913,19.33045006,19.65460014,49.24725723,24.77722931,23.52330017,38.50685501
2/1/10,85.44667053,17.64509583,24.58782196,25.35451126,9.258404732,21.68695068,19.16813469,19.2485981,49.24725723,24.77722931,23.78865433,38.32314682
2/8/10,86.55216217,17.88796234,24.99804497,25.3874054,9.265048027,21.9819603,19.50752449,19.17538071,49.24725723,24.77722931,24.17108536,39.27699661
2/15/10,89.0356369,18.27319336,25.82703781,25.93018532,9.603769302,23.01049995,20.00923157,19.80768013,49.24725723,24.77722931,25.2013073,40.52759933
2/22/10,88.71517181,18.1643219,26.08342361,25.82327652,9.749879837,22.99455261,19.94282722,19.39502525,49.24725723,24.77722931,24.58473587,39.66559982
3/1/10,91.52711487,18.68354225,27.16881371,26.33315849,10.10852814,23.83970642,20.35600471,19.94079399,49.24725723,24.77722931,25.88811684,41.08576202
3/8/10,92.49642181,19.05202293,27.52775955,26.18513489,10.32106113,24.21444702,20.27484131,19.86092949,49.24725723,24.77722931,25.98176956,41.33304977
3/15/10,92.90501404,19.0855217,27.69013786,26.52231216,10.42068386,24.56526184,20.48880768,19.94079399,49.24725723,24.77722931,25.9739666,40.47105408
3/22/10,93.77828217,19.32270813,28.30809593,26.32229614,10.65079784,24.87345123,20.67933464,19.77584839,49.24725723,24.77722931,26.34318161,39.76194763
3/29/10,94.75965118,19.37311363,28.31665802,26.66060829,10.70405388,25.15347099,20.82752419,20.19217682,49.24725723,24.77722931,26.99237633,41.50614166
4/5/10,96.16738892,19.7259655,29.08730125,26.47082138,11.01026154,25.4254837,20.77565765,20.30633163,49.24725723,24.77722931,27.30524254,42.42077255
4/12/10,96.01456451,19.93599701,29.42981148,26.09950447,10.89044094,25.67350006,20.67933464,20.0310173,49.24725723,24.77722931,26.85159111,42.04499817
4/19/10,97.98534393,20.23004532,30.54295158,25.86846924,11.1700201,26.49754715,20.76825142,20.5547924,49.24725723,24.77722931,27.38345909,44.02317047
4/26/10,95.57211304,19.65036392,29.81512642,25.48064041,10.75730419,26.05752182,20.47188187,20.44063568,49.24725723,24.77722931,26.58565521,42.47749329
5/3/10,89.49880219,18.27256203,27.5545845,24.52346611,10.04503441,24.0254097,19.81245232,19.54082298,49.24725723,24.77722931,24.34867477,38.98910522
5/10/10,91.61443329,18.82704163,28.26528549,24.72975731,10.21810913,24.95346069,20.20514488,20.09816933,49.24725723,24.77722931,24.70846176,39.87538528
5/17/10,87.76933289,18.03732681,27.16926575,23.7643261,9.818702698,23.5373745,19.72354126,19.21850014,49.24725723,24.77722931,23.75423241,37.62778854
